,LOCART MAD,Global CP MAD,Naive MAD,CDF MAD
mean,0.037056666666666654,0.03562666666666666,0.05089333333333335,0.03225333333333333
stderr,0.0019212704329761468,0.0014228911262243915,0.0023172017078341004,0.0016427460422679366
