,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD
mean,0.08306999999999999,0.093938,0.12315999999999999,0.09125399999999999,0.09203600000000002,0.08620399999999999
stderr,0.004435711525188927,0.005164708253806673,0.00508972955458102,0.004729450250660153,0.0049364093039705025,0.004847050826459912
