,LOCART MAD,Global CP MAD,Naive MAD,CDF MAD
mean,0.030669666666666668,0.029454333333333346,0.030041000000000016,0.030078266666666673
stderr,0.0006051045171111783,0.0004227159268223427,0.0004067649071087284,0.0004071502050864223
