,LOCART MAD,Global CP MAD,Naive MAD,CDF MAD
mean,0.07463333333333333,0.07623333333333333,0.40607333333333334,0.08237666666666667
stderr,0.0035381836152211157,0.0043199811976318515,0.016342203971660033,0.00485928116185529
