,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.07623999999999999,0.06905999999999998,0.07287199999999999,0.3690520000000001,0.07493999999999998,0.07125999999999998,0.19108418783805015
stderr,0.003907942723036076,0.0033025679557036848,0.0039450449830600596,0.014267527062872385,0.004360210629624889,0.0036235736109931195,0.00818850897901526
