,LOCART MAD,Global CP MAD,Naive MAD,CDF MAD
mean,0.2304166666666667,0.16734333333333334,0.26905666666666667,0.22272999999999993
stderr,0.01139706262150329,0.008662298656111024,0.00883062680288329,0.012063262506422158
