,LOCART MAD,Global CP MAD,Naive MAD,CDF MAD
mean,0.08330333333333331,0.11938999999999997,0.09367333333333333,0.09461666666666664
stderr,0.006058163454748016,0.007446817340699792,0.007078534709941509,0.007221769584990739
