,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD
mean,0.030083560000000006,0.03000756000000001,0.02912948000000001,0.030366000000000015,0.029800360000000005,0.030948240000000005
stderr,0.0004511179375728699,0.00043871025923630216,0.00028698031396610013,0.0003094769201113915,0.00028363891209977284,0.00042634853095196404
