,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.10514666666666665,0.10410666666666667,0.10376999999999997,0.5344566666666668,0.10142999999999999,0.10543333333333332,0.12388191865846748
stderr,0.006127285373935168,0.005225384401706144,0.005442590977808652,0.012681010042926877,0.00719904711127416,0.00678405895748978,0.007087129942379104
