,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.03535200000000001,0.03628600000000001,0.033968000000000005,0.04632000000000002,0.034044000000000005,0.03642000000000001,0.05396675148272686
stderr,0.0015340016762888959,0.0016527775261723542,0.0014268859771673185,0.0020494419349905866,0.001360807563357066,0.0015669859278114732,0.002174169786735634
