,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.011234800000000012,0.011258000000000011,0.011104400000000013,0.044527120000000024,0.023604200000000013,0.02379932000000001,0.05054400448621872
stderr,0.00017045123307604112,0.00024191464171800578,0.00014745649790873995,0.0008451344366623889,0.00027248636138870705,0.0003023243648528404,0.002156636578180474
