,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD
mean,0.03863132,0.029470920000000015,0.038845920000000006,0.11364168000000002,0.02518148000000001,0.02551724000000001
stderr,0.00038082187216383393,0.0003983483665008274,0.00033381473517567846,0.0010575658294519966,0.00034013708549732175,0.0003640092705255891
