,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.060620866666666655,0.06114246666666667,0.0621734,0.06374919999999999,0.06541926666666666,0.0639628,0.06554102750099439
stderr,0.001957321345017939,0.001953277400674229,0.0022286525967008873,0.002196226164682677,0.0024338353696877883,0.002143167876776334,0.002426477625633217
