,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD
mean,0.06526599999999999,0.06215799999999998,0.06746799999999999,0.25864,0.06715199999999999,0.064174
stderr,0.002581947706516086,0.0023175428402354356,0.0023033736393492437,0.010471994137913264,0.002806776406470307,0.0027650276745118355
