,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.10205599999999998,0.09968400000000001,0.10325600000000001,0.098742,0.10321999999999999,0.09847,0.10332056175367635
stderr,0.0064849194981864795,0.006423494731953049,0.006736773381362679,0.006259792061487444,0.006745926057061917,0.006601912060694452,0.006788847325186506
