,LOCART MAD,Global CP MAD,Naive MAD,CDF MAD
mean,0.07390666666666666,0.08123,0.07753666666666667,0.02761000000000001
stderr,0.002068193355271521,0.0014044932002061409,0.00349813902358847,0.0012473175816227749
