,LOCART MAD,Global CP MAD,Naive MAD,CDF MAD
mean,0.02590320000000001,0.025544933333333342,0.02966926666666668,0.025291066666666678
stderr,0.0007886297710979909,0.0011181168064876728,0.002000863405548424,0.0011915811604400718
