,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.09249666666666664,0.09549999999999997,0.1252033333333333,0.11553999999999999,0.11881999999999997,0.09915666666666664,0.11325622189872289
stderr,0.005494211129789,0.005563941792997305,0.00663658526538116,0.006481092926138413,0.006496367508430978,0.004640299939109995,0.006365800889563565
