,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.028895560000000008,0.030374320000000007,0.026214880000000006,0.037383920000000015,0.029294440000000005,0.031029960000000013,0.03817290744432534
stderr,0.0009990983417347576,0.0012715378153517053,0.000863088631502334,0.0016713481289164914,0.0009269525074948661,0.0010729678778538163,0.0011672272881898273
