,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.06102468,0.06262408,0.07046188,0.06806356,0.06927852000000001,0.0611026,0.06939501567440169
stderr,0.0031241931135849183,0.002978551160169477,0.0035065223594988397,0.005282431189901954,0.0034800514853381235,0.003051138786266732,0.005924380929573907
