,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD
mean,0.252454,0.251198,0.24168199999999998,0.26544599999999996,0.243214,0.25292000000000003
stderr,0.007813026908272347,0.00807638001855297,0.007262765926144061,0.00746804141195081,0.0074107544632301585,0.00794802863505621
