,LOCART MAD,Global CP MAD,Naive MAD,CDF MAD
mean,0.03880926666666666,0.03892986666666667,0.11155560000000002,0.025477533333333344
stderr,0.0003870421579500758,0.0003788888404399924,0.0013277125447096261,0.00031405060992437166
