,LOCART MAD,Global CP MAD,Naive MAD,CDF MAD
mean,0.07325333333333332,0.07462333333333332,0.15129,0.08015333333333333
stderr,0.003539042449016216,0.003699029643908442,0.00971258142467977,0.005388222007162235
