,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.21438200000000002,0.21156,0.15725599999999998,0.235072,0.20348599999999997,0.22250399999999995,0.20349999020230822
stderr,0.007718851394938424,0.007663548493368076,0.006537394575573261,0.007357332613364268,0.0077922022822924245,0.007478106253782247,0.00723479729871379
