,LOCART MAD,Global CP MAD,Naive MAD,CDF MAD
mean,0.023324333333333343,0.02213126666666668,0.13248320000000002,0.024221466666666677
stderr,0.0006160497523073988,0.0002919689714790143,0.001319468693491228,0.00032367672155505476
