,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.07405799999999997,0.07545199999999999,0.07537799999999999,0.149936,0.07929199999999999,0.07864399999999998,0.15890138505982823
stderr,0.0034706643368057812,0.003555706238870537,0.0034353650431346934,0.007793369636153176,0.003792876072053921,0.003798499338487476,0.00732540188941395
