,LOCART MAD,Global CP MAD,Naive MAD,CDF MAD
mean,0.06129520000000001,0.07021973333333334,0.06910513333333332,0.07051273333333334
stderr,0.004007909710135408,0.004852939195881934,0.006484649122409499,0.005183710908360528
