,LOCART vol,A-LOCART vol,Global CP vol,Naive vol,CDF vol,Local CDF vol,HDR vol
mean,0.002332,0.002332,0.002778,0.0037499999999999994,0.0033439999999999993,0.002456,0.005459232139222349
stderr,0.0003912662854405539,0.0003912662854405539,0.0006283265107264157,0.0011073308596138108,0.0009116710828282895,0.0005332852359264625,0.0017567044760666533
