,LOCART vol,A-LOCART vol,Global CP vol,Naive vol,CDF vol,Local CDF vol,HDR vol
mean,0.03831029333333334,0.03831029333333334,0.03823637333333333,0.048845066666666666,0.040804266666666665,0.037615253333333334,0.03551030773427943
stderr,0.0034864240345071733,0.0034864240345071733,0.004246023298128655,0.0054009544660208585,0.005526738420553849,0.0033072226887951198,0.002388072066185714
