,LOCART vol,A-LOCART vol,Global CP vol,Naive vol,CDF vol,Local CDF vol,HDR vol
mean,0.08534144,0.08534144,0.08161402666666667,0.09666042666666666,0.08687621333333334,0.08645290666666665,0.05947648565311266
stderr,0.013884825705904524,0.013884825705904524,0.013196632358029337,0.013259806281873163,0.014588794794881664,0.013158221779045607,0.010680431886627118
