,LOCART vol,A-LOCART vol,Global CP vol,Naive vol,CDF vol,Local CDF vol,HDR vol
mean,0.0024333333333333334,0.0024333333333333334,0.0021966666666666666,0.002136666666666667,0.001913333333333333,0.0022766666666666673,0.002996625890674045
stderr,0.0008147255843397688,0.0008147255843397688,0.0008172210175777916,0.000810356574464462,0.0007472975577684855,0.0009495029956231409,0.0014776307533930137
