,LOCART vol,A-LOCART vol,Global CP vol,Naive vol,CDF vol,Local CDF vol,HDR vol
mean,11.114448959999997,11.114448959999997,10.749307679999996,8.060729760000001,10.738851839999997,10.854612000000001,15.292685636099774
stderr,0.49989664466286493,0.49989664466286493,0.4522964229114174,0.668855850744762,0.48425532176619074,0.46836088696992534,0.625812200404591
