,LOCART vol,A-LOCART vol,Global CP vol,Naive vol,CDF vol,Local CDF vol,HDR vol
mean,9.92007936,9.92007936,9.847984032,8.135513567999999,9.891280512000002,9.916697088000001,12.977486055177563
stderr,0.2306000096335919,0.2306000096335919,0.241079608626232,0.3118765379623477,0.24208489862357846,0.23081533134518228,0.5385828250784709
