,LOCART vol,A-LOCART vol,Global CP vol,Naive vol,CDF vol,Local CDF vol,HDR vol
mean,9.566414879999998,9.566414879999998,9.43352544,7.971886080000001,9.504515520000002,9.58937376,12.716967211172806
stderr,0.2322602446110764,0.2322602446110764,0.24923729053379218,0.2959207773375343,0.24602834138099267,0.23215840559067324,0.7147779009393301
