,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.9008500000000002,0.90115,0.9005666666666667,0.9402500000000001,0.9019166666666665,0.9026333333333334,0.8992683194188178
stderr,0.0015205772497357039,0.0015716873574045478,0.001387906165741841,0.002489373969218101,0.0013823774567570887,0.0015059142664102028,0.0003838184870738841
