,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.89915,0.9002166666666667,0.8989833333333332,0.8483166666666667,0.8978333333333333,0.8967333333333333,0.855368442267092
stderr,0.0016368862366469286,0.0017932958377484276,0.0016302604215724561,0.0016933750786781194,0.0018577785110633043,0.001670868267184319,0.0019465798115723856
