,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.8992833333333332,0.8979999999999999,0.8991666666666666,0.7859666666666666,0.8983000000000001,0.89885,0.8583321046671147
stderr,0.0015398319309193897,0.0016027992754058073,0.0015459129158186845,0.0020433426149683285,0.00157085524695834,0.0013453090060796744,0.0020727573678581347
