,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.90025,0.9006166666666666,0.8998833333333333,0.5835666666666666,0.9002666666666665,0.8974,0.9072457503029318
stderr,0.0018258598981893716,0.001809407620934907,0.0017544169764349253,0.008419965781093726,0.0017616171602130506,0.0018141208567123176,0.003934018123723175
