,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.9008000000000002,0.9011499999999998,0.9012,0.8377999999999999,0.9008666666666666,0.8998999999999999,0.899896114089944
stderr,0.0019182427303169431,0.0016452910862885918,0.0020351226346171456,0.005854392201243184,0.0019095846171253315,0.0018405396509981935,0.0002815061936799628
