,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.9032666666666667,0.9037999999999999,0.9027333333333333,0.0037000000000000006,0.9033000000000002,0.9041333333333333,0.879172
stderr,0.0022354645126464435,0.0023773735007156043,0.0021513377159930016,0.0004971346468944375,0.002361295044189585,0.002385704780895433,0.0003909271031790913
