,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.8977666666666667,0.8942666666666665,0.9006333333333333,0.9513000000000001,0.8984333333333334,0.8983333333333334,0.8769411386861313
stderr,0.0034194355795276604,0.0032801229167832026,0.0025441186455312337,0.006027476768140726,0.002959997854997077,0.003197345128855485,0.004003762125932075
