,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.9019666666666667,0.9026999999999998,0.9006333333333333,0.20053333333333337,0.9019999999999999,0.8989666666666667,0.8746266666666666
stderr,0.0014755682252276911,0.0018392545073635516,0.0016478461170257497,0.011238482640618885,0.0022157445271338964,0.002338327987639411,0.0007670404885735231
