,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.9036000000000001,0.9037666666666665,0.9039,0.13183333333333333,0.9039666666666666,0.9029666666666667,0.8722680000000002
stderr,0.002792080637394682,0.002765375487578784,0.0022473264539172298,0.0158965155411243,0.0025436506698363138,0.002722685415727621,0.0004437139790879888
