,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.9016999999999998,0.9031,0.9008666666666667,0.38233333333333336,0.9010666666666667,0.9001000000000001,0.9544593333333334
stderr,0.001972911795387967,0.0027508440263204477,0.002356584830531684,0.06260270925726144,0.0025174943451332296,0.0025152865973217964,0.011647654391567291
