,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.9005666666666666,0.8973333333333332,0.9000333333333334,0.34473333333333334,0.8978,0.8977666666666667,0.9597313333333334
stderr,0.0024082530057455607,0.0025924187394467976,0.002542714460059726,0.04444161141764355,0.002247114551936287,0.0026747793263079567,0.01132184663831776
