,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.047726666666666646,0.04990666666666665,0.06673333333333331,0.059439999999999965,0.04662666666666664,0.04385333333333332,0.06247879248190324
stderr,0.0015790433109252495,0.0013548665956703966,0.001445243978963467,0.0014699465490768209,0.001476981047905832,0.0014093857718766192,0.0023738465402893204
