,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.04729333333333333,0.030880000000000022,0.05178666666666666,0.06562000000000003,0.03404000000000002,0.033240000000000026,0.08035279840213584
stderr,0.0010222042786554883,0.0017064080905306832,0.0007031132582793855,0.0029310358968411545,0.002115876492929901,0.0029698773423445335,0.004432638008232385
