,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.049099999999999984,0.04477999999999997,0.048579999999999984,0.049560000000000014,0.03800666666666664,0.04065999999999998,0.09780319815761705
stderr,0.0008759212836996793,0.0012048789704087826,0.0008003094639545618,0.00218162892397052,0.001387682777893956,0.0014252752449297362,0.0016489124283623662
