,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.42425500000000005,0.42425500000000005,0.42425500000000005,0.8043900000000002,0.750615,0.7443850000000001,0.6877129760123901
stderr,0.033205000000000005,0.033205000000000005,0.033205000000000005,0.02639999999999992,0.011855000000000004,0.016755000000000075,0.018926462707928415
