,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.10561333333333331,0.08549333333333332,0.09386666666666663,0.07716666666666663,0.07484,0.07356,0.08276643356729686
stderr,0.006677366651369788,0.007659488150663773,0.003130657418660797,0.005071598476921365,0.008504361906020429,0.008653360481283998,0.008560041433702967
