,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.0760625,0.059218749999999994,0.0823375,0.7517125,0.06075624999999999,0.05853749999999999,0.05923956187452013
stderr,0.006940226541291316,0.004203979265727493,0.0042652276219056215,0.00792210900651532,0.003655607184708019,0.004027846129688228,0.003453039119432872
