,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.17884,0.13562666666666665,0.183,0.6036066666666666,0.15889333333333333,0.1581,0.08277924028102308
stderr,0.0064448635879021275,0.010572864938883549,0.006643442882522085,0.037784391419217474,0.008220546075400209,0.007907868293818565,0.0043857156107878735
