,LOCART MAD,A-LOCART MAD,Global CP MAD,Naive MAD,CDF MAD,Local CDF MAD,HDR MAD
mean,0.15427999999999997,0.08080666666666668,0.17264666666666664,0.5900533333333334,0.13080666666666665,0.11309333333333332,0.08368338840333336
stderr,0.0073243117667903005,0.006253033295675417,0.007074958298155186,0.050861068343241396,0.008117092293524034,0.00611974530022962,0.003322218934238449
